review_id,order_id,rating,review
817,279,2,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
818,675,1,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
819,388,3,In blandit ultrices enim.
820,622,5,Nulla tellus. In sagittis dui vel nisl.
821,13,2,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
822,592,1,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus.
823,669,2,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
824,418,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
825,309,5,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
826,235,2,Sed sagittis.
827,215,5,Curabitur convallis.
828,402,4,Nullam molestie nibh in lectus.
829,674,1,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
830,117,2,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
831,312,3,Etiam faucibus cursus urna. Ut tellus.
832,431,4,Nulla tellus.
833,879,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
834,9,3,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
835,846,1,Proin eu mi. Nulla ac enim.
836,596,3,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
837,979,3,Praesent id massa id nisl venenatis lacinia.
838,663,2,Proin eu mi. Nulla ac enim.
839,500,4,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
840,407,1,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
841,487,3,Maecenas ut massa quis augue luctus tincidunt.
842,507,1,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis.
843,854,1,In hac habitasse platea dictumst.
844,829,4,Vestibulum ac est lacinia nisi venenatis tristique.
845,982,4,Aenean lectus. Pellentesque eget nunc.
846,801,3,Pellentesque ultrices mattis odio.
847,609,4,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
848,159,2,Proin eu mi. Nulla ac enim.
849,843,5,Phasellus in felis. Donec semper sapien a libero.
850,99,1,Maecenas pulvinar lobortis est.
851,847,5,Quisque porta volutpat erat.
852,433,4,Maecenas tincidunt lacus at velit.
853,445,5,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
854,365,5,Sed ante. Vivamus tortor.
855,182,4,Proin at turpis a pede posuere nonummy. Integer non velit.
856,383,4,Suspendisse potenti.
857,72,2,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
858,33,5,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
859,700,1,Nam nulla.
860,588,4,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.
861,626,3,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
862,350,5,Donec semper sapien a libero. Nam dui.
863,484,2,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
864,598,4,Pellentesque at nulla. Suspendisse potenti.
865,189,3,Donec quis orci eget orci vehicula condimentum.
866,777,2,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
867,230,3,Duis mattis egestas metus.
868,140,4,Fusce lacus purus aliquet at feugiat non pretium quis lectus.
869,535,5,Fusce consequat. Nulla nisl.
870,780,2,Donec semper sapien a libero.
871,147,2,Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
872,434,4,Phasellus sit amet erat.
873,384,5,Aliquam non mauris.
874,176,5,Fusce lacus purus aliquet at feugiat non pretium quis lectus.
875,749,5,Suspendisse ornare consequat lectus.
876,50,5,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
877,254,4,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.
878,262,2,Suspendisse ornare consequat lectus.
879,28,3,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
880,523,5,Morbi a ipsum. Integer a nibh.
881,791,2,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
882,915,5,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
883,507,3,Mauris ullamcorper purus sit amet nulla.
884,420,5,In hac habitasse platea dictumst.
885,217,5,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
886,499,5,Integer ac leo. Pellentesque ultrices mattis odio.
887,322,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
888,415,3,Cras non velit nec nisi vulputate nonummy.
889,634,3,Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede.
890,807,1,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.
891,925,4,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
892,86,4,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
893,198,5,Phasellus in felis.
894,78,3,Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
895,412,5,Vestibulum quam sapien varius ut blandit non interdum in ante.
896,670,3,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
897,213,2,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.
898,808,4,In hac habitasse platea dictumst.
899,652,3,Morbi a ipsum.
900,269,1,Integer pede justo lacinia eget tincidunt eget tempus vel pede.
901,420,1,Donec posuere metus vitae ipsum.
902,276,4,Morbi a ipsum.
903,334,3,Maecenas pulvinar lobortis est. Phasellus sit amet erat.
904,370,3,Phasellus in felis.
905,918,4,Pellentesque viverra pede ac diam.
906,109,2,Nullam sit amet turpis elementum ligula vehicula consequat.
907,269,4,Nullam porttitor lacus at turpis.
908,422,4,Etiam faucibus cursus urna.
909,164,4,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
910,684,5,Sed sagittis.
911,411,2,Vestibulum sed magna at nunc commodo placerat.
912,741,2,Phasellus in felis.
913,364,4,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
914,121,4,Integer a nibh.
915,719,3,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
916,878,4,In hac habitasse platea dictumst.
917,44,2,Maecenas leo odio condimentum id luctus nec molestie sed justo.
918,143,1,In hac habitasse platea dictumst.
919,684,3,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
920,566,2,Lorem ipsum dolor sit amet consectetuer adipiscing elit.
921,945,2,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
922,842,5,Nunc purus. Phasellus in felis.
923,319,1,Donec semper sapien a libero. Nam dui.
924,757,1,Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti.
925,944,2,Aenean sit amet justo. Morbi ut odio.
926,893,4,Nulla mollis molestie lorem.
927,368,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
928,315,3,Proin at turpis a pede posuere nonummy. Integer non velit.
929,722,2,Maecenas pulvinar lobortis est.
930,1000,4,Nunc rhoncus dui vel sem.
931,557,1,Maecenas rhoncus aliquam lacus.
932,872,1,Morbi quis tortor id nulla ultrices aliquet.
933,871,5,Fusce lacus purus aliquet at feugiat non pretium quis lectus.
934,84,4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
935,250,4,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
936,587,3,Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede.
937,843,1,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.
938,703,3,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
939,77,4,In congue.
940,221,5,Proin risus. Praesent lectus.
941,640,3,Morbi vel lectus in quam fringilla rhoncus.
942,288,2,Etiam justo. Etiam pretium iaculis justo.
943,277,3,Aliquam erat volutpat. In congue.
944,23,2,Duis mattis egestas metus.
945,41,2,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
946,134,1,Quisque ut erat.
947,610,4,Ut at dolor quis odio consequat varius.
948,569,3,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
949,614,5,Proin at turpis a pede posuere nonummy. Integer non velit.
950,765,3,In est risus auctor sed tristique in tempus sit amet sem.
951,560,3,Vivamus vel nulla eget eros elementum pellentesque.
952,726,2,Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
953,194,2,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
954,985,4,Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
955,386,4,Suspendisse accumsan tortor quis turpis. Sed ante.
956,650,1,Vivamus vel nulla eget eros elementum pellentesque.
957,768,4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
958,732,5,Praesent lectus.
959,642,5,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
960,350,3,Aenean sit amet justo.
961,871,5,Ut at dolor quis odio consequat varius.
962,542,4,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
963,455,4,Nunc purus.
964,131,1,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
965,12,3,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
966,145,1,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
967,707,5,Vestibulum ac est lacinia nisi venenatis tristique.
968,257,2,Phasellus sit amet erat.
969,868,5,In hac habitasse platea dictumst.
970,855,2,Donec vitae nisi.
971,878,2,Aenean sit amet justo. Morbi ut odio.
972,699,1,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit.
973,632,3,In sagittis dui vel nisl.
974,159,4,Nam nulla.
975,907,4,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
976,991,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
977,461,5,Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
978,707,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
979,873,3,Maecenas rhoncus aliquam lacus.
980,671,1,In eleifend quam a odio.
981,109,1,Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla.
982,667,4,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
983,604,2,Fusce consequat. Nulla nisl.
984,859,5,In eleifend quam a odio. In hac habitasse platea dictumst.
985,38,5,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.
986,162,3,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
987,560,2,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
988,676,5,Morbi ut odio.
989,852,5,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.
990,617,3,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
991,654,3,Duis at velit eu est congue elementum.
992,126,2,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.
993,177,3,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin risus.
994,291,1,Aliquam erat volutpat. In congue.
995,612,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
996,934,4,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
997,485,3,Aliquam non mauris. Morbi non lectus.
998,187,4,Sed ante.
999,642,4,Morbi non lectus.
1000,491,2,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
